,request_id,request_date,request,desc,address,zip_code,hauler,route,district,lon,lat
13741,224201,2019-08-01,Trash - Curbside/Alley Missed Pickup,trash collection missed 2 days in a row and has been missed 50% of the time for the last year. please fix this problem.,2198 golf club ln,37215,RED RIVER,2305,25,-86.81400474789702,36.1185018196397
13746,224223,2019-08-01,Trash - Curbside/Alley Missed Pickup,trash pick up on my street and entire fairlane park community has been missed repeatedly for the last month.  have called red river on every missed pickup.   they have come out as late as 8pm to get missed streets.  not this time,5003 crosby ln,37211,RED RIVER,3403,30,-86.70989512281989,36.06238248330752
13747,224225,2019-08-01,Trash - Curbside/Alley Missed Pickup,our trash was out by 7am and at 7:45 pm still ha snot been picked up/emptied. all our neighbourhood trash bins were out as well and none of them were emptied.,1345 bell rd,37013,RED RIVER,4405,31,-86.6776469263294,36.04780188313282
13750,224231,2019-08-01,Trash - Curbside/Alley Missed Pickup,"please,  do something to get the driver not to miss our trash pick-up.  it is both frustrating and aggravating for a 70 year to pull their trash to the curb every wednesday night for thursday pick-up only to be missed.  we are on a corner lot, they pick up all around us there is absolutely no excuse.  do we need to have back door pick-up to make sure we are not missed?",543 richmar dr,37211,RED RIVER,2403,26,-86.75820956288017,36.0793512306384
13752,224234,2019-08-01,Trash - Curbside/Alley Missed Pickup,trash carts were placed at the road before 7:00 a.m. thursday.  it is now 9:00 pm and trash cart has not been picked up on the entire street.,tusculum rd,37013,unknown,unknown,30,-86.69817100000002,36.05611279999992
13755,224244,2019-08-02,Trash - Curbside/Alley Missed Pickup,our entire street was missed for trash pickup. this happens frequently. when can this problem be resolved?,4018 shufeld ct,37013,RED RIVER,3404,30,-86.69315922591119,36.06112830112393
13763,224299,2019-08-02,Trash - Curbside/Alley Missed Pickup,entire street missed,271 delvin ct,37013,RED RIVER,3403,27,-86.70046078910866,36.05332599424594
13774,224324,2019-08-02,Trash - Curbside/Alley Missed Pickup,cul de sac missed trash/thursday.,310 melpar dr,37211,RED RIVER,3403,30,-86.70312846489334,36.06546376612906
13787,224373,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed again.,4901 linbar dr,37211,RED RIVER,1405,30,-86.7059923850369,36.08375163917268
13788,224375,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,2609 woodlawn dr,37212,RED RIVER,2305,18,-86.81023362811213,36.12566801505197
13790,224387,2019-08-02,Trash - Curbside/Alley Missed Pickup,entire street missed and nearby street missed,2806 white oak dr,37215,RED RIVER,2305,25,-86.81175512653206,36.12101583560123
13804,224425,2019-08-02,Trash - Curbside/Alley Missed Pickup,curb trash/thursday missed,244 elm st,37115,RED RIVER,3414,9,-86.70853208721063,36.26036204932531
13807,224433,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed...entire neighborhood missed.,1345 bell rd,37013,RED RIVER,4405,31,-86.6750913506416,36.04849629112362
13810,224444,2019-08-02,Trash - Curbside/Alley Missed Pickup,trash/missed/thursday pickup {check for others},509 erna ct,37013,RED RIVER,4405,32,-86.67711496108655,36.03960647358748
13818,224471,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed pick up,2802 delaware ave,37209,METRO,9303,21,-86.81917070219531,36.15597059519967
13819,224480,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed,105 colemont dr,37013,RED RIVER,3404,30,-86.69292132070719,36.06209226354836
13821,224484,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,846 e meade ave,37115,RED RIVER,3312,7,-86.71557262400664,36.25280229839555
13822,224485,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,846 e meade ave,37115,RED RIVER,3312,7,-86.71557262400664,36.25280229839555
13824,224490,2019-08-02,Trash - Curbside/Alley Missed Pickup,the area was missed,4813 wales ct,37211,RED RIVER,2405,30,-86.71523836382298,36.072921841316926
13825,224491,2019-08-02,Trash - Curbside/Alley Missed Pickup,the area was missed,4813 wales ct,37211,RED RIVER,2405,30,-86.71523836382298,36.072921841316926
13828,224495,2019-08-02,Trash - Curbside/Alley Missed Pickup,"please collect trash as soon as you can, thank you.",2010 beech ave,37204,METRO,9401,17,-86.78052460451198,36.13343029679917
13843,224543,2019-08-02,Trash - Curbside/Alley Missed Pickup,entire town/homes missed {thursday} unit- 412,1345 bell rd,37013,RED RIVER,4405,31,-86.67681495861804,36.048215828173895
13851,224568,2019-08-02,Trash - Curbside/Alley Missed Pickup,entire street missed,5003 crosby ln,37211,RED RIVER,3403,30,-86.70989512281989,36.06238248330752
13860,224600,2019-08-02,Trash - Curbside/Alley Missed Pickup,trash was missed again....entire area missed. route 3403,5018 raywood ln,37211,RED RIVER,3403,30,-86.7140686052476,36.05969237671361
13864,224616,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed entire route 4405,1345 bell rd,37013,RED RIVER,4405,31,-86.67690822259866,36.04768135659759
13872,224649,2019-08-02,Trash - Curbside/Alley Missed Pickup,"cart on side street, veritas calls every month wants to know why he has to call",3511 nolensville pike,37211,METRO,9408,16,-86.73891707992682,36.09791847798875
13878,224671,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,294 largo dr,37211,RED RIVER,2405,30,-86.70915776408403,36.08206177454152
13882,224685,2019-08-02,Trash - Curbside/Alley Missed Pickup,trash is scheduled for collection on thursday.  trash has not been collected for the entire street on both sides.  all trash bins were at the road before 7:00am thursday.,tusculum rd,37013,unknown,unknown,30,-86.69817100000002,36.05611279999992
13887,224724,2019-08-02,Trash - Curbside/Alley Missed Pickup,get everyone,130 anton dr,37211,RED RIVER,3405,30,-86.69190853514533,36.06645565313482
13895,224746,2019-08-02,Trash - Backdoor,missed,217 eldon ct,37214,RED RIVER,1505,14,-86.6500061864383,36.177132462112304
13910,224837,2019-08-02,Trash - Curbside/Alley Missed Pickup,cartstill,3206 merlyn ln,37214,RED RIVER,1502,15,-86.67480985826954,36.17813072965375
13911,224845,2019-08-02,Trash - Curbside/Alley Missed Pickup,carts are full and they are having a back to school bash this weekend,601 main st,37206,METRO,9501,6,-86.76297662320962,36.1743066862364
13913,224849,2019-08-02,Trash - Curbside/Alley Missed Pickup,this street missed,2214 cottage hill dr,37013,RED RIVER,4502,28,-86.65676368740645,36.08061464767407
13917,224866,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,3401 anderson rd,37013,RED RIVER,4506,33,-86.59967120505273,36.08390320347889
13920,224869,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed....entire community missed..,2120 aileen dr,37013,RED RIVER,4502,28,-86.65567625684385,36.08193719152247
13928,224882,2019-08-02,Trash - Curbside/Alley Missed Pickup,entire neighborhood has not yet been picked up. entire street missed.,2306 tally green ct,37214,RED RIVER,1502,15,-86.68613635722816,36.19806216484143
13944,224908,2019-08-02,Trash - Curbside/Alley Missed Pickup,customer says trash was missed for the entire street,3386 oak trees ct,37013,RED RIVER,3504,33,-86.60609307885954,36.07676516207701
13946,224910,2019-08-02,Trash - Curbside/Alley Missed Pickup,entire area missed.,2819 lebanon pike,37214,RED RIVER,1503,15,-86.66176906028295,36.16690969179063
13948,224914,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,3213 penn meade way,37214,RED RIVER,1501,15,-86.7024151247782,36.24194891188596
13952,224918,2019-08-02,Trash - Curbside/Alley Missed Pickup,miss,601 main st,37206,METRO,9501,6,-86.76297662320962,36.1743066862364
13957,224932,2019-08-02,Trash - Curbside/Alley Missed Pickup,trash was not picked up at 5:45 pm,3524 lanawood dr,37217,RED RIVER,3501,29,-86.60939416433928,36.089853282792745
13961,224943,2019-08-02,Trash - Curbside/Alley Missed Pickup,as of 6pm 8/2 no trash pickup,2521 pennington bend rd,37214,RED RIVER,1501,15,-86.70235397123277,36.23567335897895
13966,224953,2019-08-02,Trash - Curbside/Alley Missed Pickup,missed our thursday pick up,1345 bell rd,37013,RED RIVER,4405,31,-86.67837494950408,36.0472550875273
13967,224956,2019-08-02,Trash - Curbside/Alley Missed Pickup,looks like the whole street was missed,213 archwood dr,37115,RED RIVER,3514,9,-86.68651421616111,36.26796720354431
13997,225011,2019-08-03,Trash - Curbside/Alley Missed Pickup,"the whole area of river glen off of pennington pond didn't get pick up on friday august 2,2019.",1133 alandee st,37214,RED RIVER,1501,15,-86.7048284972069,36.2402666888804
14027,225105,2019-08-03,Trash - Curbside/Alley Missed Pickup,trash was not picked up,215 6th ave n,37219,RED RIVER,3314,19,-86.78218651240726,36.162971587908665
14035,225140,2019-08-04,Trash - Curbside/Alley Missed Pickup,friday is normal pickup date for trash but entire street was not picked up this past friday and the previous week trash pickup was not done until saturday. please have trash pickup done.,2439 cabin hill rd,37214,RED RIVER,1502,15,-86.67823128031493,36.19649815201316
14038,225146,2019-08-04,Trash - Curbside/Alley Missed Pickup,we are experiencing near weekly issues with missed trash over the past month. please review your pickup routes with staff to confirm that this issue will cease. please also contact me directly at 615-400-2982 to provide confirmation that this will fixed immediately.,1108 chapel ave,37206,WASTE IND,2506,6,-86.73838827946008,36.1886203569473
14040,225153,2019-08-04,Trash - Curbside/Alley Missed Pickup,garage has not been totally emptied in 3 weeks. only about half of my garage has been getting taken. please empty my garbage bin completely.,908 n 14th st,37206,WASTE IND,2506,6,-86.74381382871915,36.1856126011194
14042,225160,2019-08-04,Trash - Curbside/Alley Missed Pickup,all of stones river ct was missed along with mcgavock pike & western hills dr,2500 stones river ct,37214,RED RIVER,1501,15,-86.67305736876156,36.19575009721999
14057,225336,2019-08-05,Trash - Curbside/Alley Missed Pickup,resident adv trash not picked up on friday - riverpoint pass and benson road,84 riverpoint pass,37214,RED RIVER,1503,15,-86.66162210233256,36.17051854618943
14059,225338,2019-08-05,Trash - Curbside/Alley Missed Pickup,curb trash friday,84 riverpoint pass,37214,RED RIVER,1503,15,-86.66162210233256,36.17051854618943
14060,225340,2019-08-05,Trash - Curbside/Alley Missed Pickup,miss,717 candlecreek way,37013,RED RIVER,4510,32,-86.61472299407592,36.03281683385384
14063,225347,2019-08-05,Trash - Curbside/Alley Missed Pickup,"this is the second request for no pickup last week. you guys really make it hard to run a small business in nashville. do you know how embarrassing it is to have smelly trash cans in the front of my business. nashville, you are better than this. please get back on schedule. it is the least you can do for the property and business taxes we pay.",110 george l davis blvd,37203,METRO,9407,19,-86.78907025776275,36.15668981081328
14074,225393,2019-08-05,Trash - Curbside/Alley Missed Pickup,get,108 benson rd,37214,RED RIVER,1503,15,-86.66372178946204,36.17048552012431
14102,225546,2019-08-05,Trash - Curbside/Alley Missed Pickup,curb/trash missed last friday,2005 farley pl,37210,RED RIVER,1504,15,-86.70267781275344,36.16080590491486
14105,225558,2019-08-05,Trash - Curbside/Alley Missed Pickup,miss,2711 hazelwood dr,37212,METRO,9402,18,-86.80252916680746,36.123911092598206
14116,225703,2019-08-05,Trash - Curbside/Alley Missed Pickup,our trash was not picked up on friday. our entire neighborhood was not picked up.,3206 merlyn ln,37214,RED RIVER,1502,15,-86.67480985826954,36.17813072965375
14117,225721,2019-08-05,Trash - Curbside/Alley Missed Pickup,entire route 1502 missed,3206 merlyn ln,37214,RED RIVER,1502,15,-86.67480985826954,36.17813072965375
14119,225726,2019-08-05,Trash - Backdoor,cart stays out been missed for again.,6633 jocelyn hollow rd,37205,RED RIVER,1304,23,-86.91167481828995,36.09622405956056
14120,225729,2019-08-05,Trash - Backdoor,cart stays out been missed for again this is a paid service she wants the supervisor to call her,6633 jocelyn hollow rd,37205,RED RIVER,1304,23,-86.91167481828995,36.09622405956056
14123,225755,2019-08-05,Trash - Curbside/Alley Missed Pickup,missed...neighbor missed,3001 hamilton church rd,37013,RED RIVER,4502,32,-86.63406344697,36.05928412618733
14126,225764,2019-08-05,Trash - Curbside/Alley Missed Pickup,"trash not picked up on friday, tried of calling upset wants cart emptied today. curb",2338 tally green ct,37214,RED RIVER,1502,15,-86.68690859001006,36.19621370484772
14128,225776,2019-08-05,Trash - Curbside/Alley Missed Pickup,just missed our pick up,1528 stoney river ln,37115,RED RIVER,3512,9,-86.70008466744746,36.28161219857483
14138,225861,2019-08-05,Trash - Backdoor,miss,2318 foster ave,37210,WASTE IND,4406,16,-86.74278816732563,36.12060413368045
14140,225908,2019-08-05,Trash - Curbside/Alley Missed Pickup,curb missed {wednesday} last week,567 old hickory blvd,37209,RED RIVER,1301,22,-86.9225277679464,36.10358424216269
14144,225979,2019-08-05,Trash - Curbside/Alley Missed Pickup,trash/miss alley {friday} unit-a,313 scott ave,37206,WASTE IND,2506,6,-86.73415966479662,36.18740123566442
14152,226050,2019-08-05,Trash - Backdoor,backdoor miss,2713 overhill cir,37214,RED RIVER,1505,15,-86.67146609040907,36.16631070590324
14165,226562,2019-08-06,Trash - Backdoor,missed backdoor trash this is happening to often,3138 jenry dr,37214,RED RIVER,1505,14,-86.64443006547403,36.18402863673365
14172,226768,2019-08-06,Trash - Curbside/Alley Missed Pickup,missed/last friday,200 longhunter cir,37217,RED RIVER,2505,29,-86.64224842974855,36.09153891739007
14177,226838,2019-08-06,Trash - Curbside/Alley Missed Pickup,2nd time in recent weeks that trash has not been collected,801 broadmoor dr,37216,RED RIVER,2204,8,-86.7302924102549,36.22972949373992
14178,226840,2019-08-06,Trash - Curbside/Alley Missed Pickup,missed for 2nd week in row (road is closed to thru traffic),104 e marthona rd,37115,RED RIVER,3214,8,-86.72753598639788,36.26333567161029
14180,226855,2019-08-06,Trash - Curbside/Alley Missed Pickup,everyone missed,1810 osage st,37208,METRO,9208,21,-86.81076627353839,36.17715504054267
14181,226863,2019-08-06,Trash - Curbside/Alley Missed Pickup,entire alley missed for the 2nd week in a row. .,1406 22nd ave n,37208,METRO,9208,21,-86.81114055685438,36.1714766650584
14183,226872,2019-08-06,Trash - Curbside/Alley Missed Pickup,my recycling was picked up but the trash was not.,1515 mcgavock pike,37216,RED RIVER,1205,7,-86.71616139030756,36.2086593358786
14188,226901,2019-08-06,Trash - Curbside/Alley Missed Pickup,trash was out in front of house but not picked up on tuesday.  thank you,672 annex ave,37209,RED RIVER,4203S,20,-86.87532474752346,36.16257613731333
14192,226918,2019-08-06,Trash - Curbside/Alley Missed Pickup,missed entire street of futura drive. this is the third missed pickup of entire street in the last few months!,6407 futura dr,37209,RED RIVER,4203,20,-86.88223018595707,36.15681830600073
14197,227015,2019-08-07,Trash - Curbside/Alley Missed Pickup,everyone trash miss curb tuesday.,655 rowan dr,37207,RED RIVER,3205,2,-86.80925008192177,36.22256670936473
14208,227045,2019-08-07,Trash - Curbside/Alley Missed Pickup,missed...entire block missed,734 moormans arm rd,37207,RED RIVER,3205,2,-86.81375618184315,36.21609069363512
14217,227088,2019-08-07,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,753 ringgold dr,37207,RED RIVER,3205,2,-86.81527595287405,36.2162475329405
14242,227313,2019-08-07,Trash - Curbside/Alley Missed Pickup,missed- trash {tuesday} curb {others} also,3929 stewarts ln,37218,RED RIVER,3203,1,-86.86344381130532,36.19850156716917
14251,227443,2019-08-07,Trash - Backdoor,backdoor miss...cart is running over,2520 whites creek pike,37207,RED RIVER,3202,2,-86.80134747632542,36.21503123839929
14252,227445,2019-08-07,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed as well and carts are still out.,6409 futura,37209,RED RIVER,4203,20,-86.88239163111048,36.15695777293574
14254,227448,2019-08-07,Trash - Curbside/Alley Missed Pickup,"our trash collection is remarkably predictable.  if they haven't picked up by 10:30 am, they missed us.  i'm afraid that they missed at least our entire street today.  thank you in advance for your assistance.",320 old hickory blvd,37221,RED RIVER,1303,23,-86.91649267073295,36.08751188438265
14269,227526,2019-08-07,Trash - Curbside/Alley Missed Pickup,missed the street,601 baldwin ct,37207,RED RIVER,3205,2,-86.8079864630892,36.21965852896264
14270,227530,2019-08-07,Trash - Curbside/Alley Missed Pickup,miss,136 woodmont blvd,37205,RED RIVER,2303,24,-86.84449788449164,36.121727366883775
14271,227531,2019-08-07,Trash - Curbside/Alley Missed Pickup,miss,136 woodmont blvd,37205,RED RIVER,2303,24,-86.84449788449164,36.121727366883775
14284,227672,2019-08-07,Trash - Curbside/Alley Missed Pickup,missed trash. whole alley missed,617 james ave,37209,RED RIVER,4203,20,-86.87617298973915,36.15962266705616
14287,227693,2019-08-07,Trash - Curbside/Alley Missed Pickup,109 whitney place ct,109 whitney place ct,37215,RED RIVER,3301,34,-86.83401752944462,36.09323159870407
14288,227722,2019-08-07,Trash - Curbside/Alley Missed Pickup,miss,2198 golf club ln,37215,RED RIVER,2305,25,-86.81400474789702,36.1185018196397
14289,227725,2019-08-07,Trash - Backdoor,backdoor/side trash pickup {wednesday},755 rodney dr,37205,RED RIVER,1301,23,-86.91324184379974,36.10356558483233
14294,227756,2019-08-07,Trash - Curbside/Alley Missed Pickup,come get all her trash,607 estes rd,37215,RED RIVER,2303,24,-86.83552215203144,36.12304239818845
14298,227766,2019-08-07,Trash - Backdoor,backdoor miss,5009 hill place dr,37205,RED RIVER,1304,23,-86.86152152805838,36.12028268573912
14300,227770,2019-08-07,Trash - Curbside/Alley Missed Pickup,miss,4017 drakes branch rd,37218,RED RIVER,3203,1,-86.84886919126521,36.21215938948656
14301,227772,2019-08-07,Trash - Backdoor,unit-b missed backdoor/trash {wednesday},116 margaret st,37115,RED RIVER,3314,9,-86.70238781032208,36.25603924860546
14303,227775,2019-08-07,Trash - Curbside/Alley Missed Pickup,curb wednesday missed out night before. also check for others missed,4600 granny white pike,37220,RED RIVER,3302,34,-86.80258631231169,36.0890025029903
14306,227785,2019-08-07,Trash - Backdoor,"backdoor/trash missed, wednesday.",6413 e valley ct,37205,RED RIVER,1303,23,-86.88142863534951,36.0992861936397
14307,227789,2019-08-07,Trash - Curbside/Alley Missed Pickup,this is the second time since moving in that our trash hasn?t been taken.  this is a new home.  i have nowhere else to put my bins but beside my mailbox  otherwise my trash bin will fall in the ditch.  please help me resolve this issue.,4600 granny white pike,37220,RED RIVER,3302,34,-86.80258631231169,36.0890025029903
14312,227797,2019-08-07,Trash - Curbside/Alley Missed Pickup,no one in the neighborhood had their trash picked up after bins were place outside before 7am,320 old hickory blvd,37221,RED RIVER,1303,23,-86.91813683800413,36.0906181090831
14316,227813,2019-08-07,Trash - Curbside/Alley Missed Pickup,this is has been missed so many times. check how many times i've called  about a missed pick up.  i called this time too but its after hours. it keeps happening and your subcontractor pick up driver/comapny  is horrible. i'll call in the morning again and i'll call the supervisor (josh mangrum) of the supervisor who never called mr back. at least he will talk to me. somebody needs to address this once and for all .  robert green,4409 granny white pike,37204,RED RIVER,3302,25,-86.80128158739672,36.09899706472754
14320,227825,2019-08-07,Trash - Backdoor,trash not picked up,2022 fransworth dr,37205,RED RIVER,1304,23,-86.8636839149747,36.12211551341134
14322,227831,2019-08-07,Trash - Curbside/Alley Missed Pickup,third week in a row it has been missed. not sure why. it was out the night before.,714 gillock st,37216,RED RIVER,2205,8,-86.73582491874475,36.21564203341544
14323,227846,2019-08-08,Trash - Curbside/Alley Missed Pickup,recycle carts were emptied but no garbage pickup,101 westminster pl,37205,RED RIVER,1303S,23,-86.8783071621767,36.0966584943905
14324,227851,2019-08-08,Trash - Curbside/Alley Missed Pickup,miss,5611 california ave,37209,METRO,9302,20,-86.85680139916235,36.16386134342979
14325,227894,2019-08-08,Trash - Backdoor,backdoor/trash miss again {wednesday},6301 harding pike,37205,RED RIVER,1303,23,-86.88145416202985,36.09402575891138
14327,227913,2019-08-08,Trash - Curbside/Alley Missed Pickup,missed pickup; cust says others were missed,5900 california ave,37209,METRO,9302,20,-86.85849420090426,36.16477424802341
14330,227925,2019-08-08,Trash - Backdoor,missed backdoor pickup- trash wednesday,211 robin hill rd,37205,RED RIVER,1303,23,-86.89160430839475,36.09894326506453
14335,227954,2019-08-08,Trash - Backdoor,missed backdoor. 2 backdoor locations,3201 hillsboro pike,37215,RED RIVER,2305,25,-86.8095388481877,36.12056943328972
14336,227955,2019-08-08,Trash - Backdoor,get,617 kinsey blvd,37115,RED RIVER,3314,9,-86.69003518723453,36.25306895745622
14338,227986,2019-08-08,Trash - Backdoor,missed paid backdoor. has 3 trash carts,1800 stokes ln,37215,RED RIVER,4305,25,-86.80598349718063,36.11847656283041
14339,227989,2019-08-08,Trash - Curbside/Alley Missed Pickup,carts missed again/alley {trash},2404 crestmoor rd,37215,RED RIVER,3305,25,-86.81903586139025,36.109701940789904
14340,227990,2019-08-08,Trash - Curbside/Alley Missed Pickup,they didn?t pick my trash up,3795 pin hook rd,37013,RED RIVER,4310,33,-86.59214852715044,36.047712760839154
14341,227992,2019-08-08,Trash - Curbside/Alley Missed Pickup,missed trash,5927 carl pl,37209,RED RIVER,4203,20,-86.86125374346801,36.159633453778966
14348,228150,2019-08-08,Trash - Curbside/Alley Missed Pickup,trash was not picked up on our whole street on 8/70 2nd time the this month,4409 farriswood dr,37204,RED RIVER,3302,25,-86.79906281785955,36.095407553414645
14349,228176,2019-08-08,Trash - Curbside/Alley Missed Pickup,"trash/miss still out, curb {notes stated it was completed} not true {tuesday}",1515 mcgavock pike,37216,RED RIVER,1205,7,-86.71616139030756,36.2086593358786
14353,228256,2019-08-08,Trash - Curbside/Alley Missed Pickup,everyone missed- wednesday curb,613 twin oaks ct,37211,RED RIVER,4303,16,-86.71886914541123,36.10322056756977
14358,228362,2019-08-08,Trash - Curbside/Alley Missed Pickup,we set the trash can out but pickup didn't occur.,4024 stewarts ln,37218,RED RIVER,3203,1,-86.86023445671172,36.20461097950483
14361,228418,2019-08-08,Trash - Backdoor,1 cart,6401 e valley ct,37205,RED RIVER,1303,23,-86.88319550837795,36.09866669725941
14363,228447,2019-08-08,Trash - Curbside/Alley Missed Pickup,"this is aker's again.  i filed a complaint last week about failure to pick my trash.  i have already seen a truck drive hurriedly down my street and no pick-up.  have they already serviced my area?  if so, they have missed me again.  please dispatch and have them come back before they leave the area.  deborah akers 615-948-0967.",543 richmar dr,37211,RED RIVER,2403,26,-86.75820956288017,36.0793512306384
14366,228484,2019-08-08,Trash - Backdoor,pick up not made on wed.,211 robin hill rd,37205,RED RIVER,1303,23,-86.89160430839475,36.09894326506453
14369,228507,2019-08-08,Trash - Curbside/Alley Missed Pickup,appears that the entire street was missed again for the 3rd time in 4 weeks.  please correct asap as flies and rodents are getting used to it.,912 archer st,37203,METRO,9407,17,-86.78126809261134,36.1453937936474
14373,228537,2019-08-08,Trash - Curbside/Alley Missed Pickup,alley trash miss last week {friday} missed every week,923 silverdene pl,37206,METRO,9504,5,-86.75511873279802,36.1782308571417
14375,228560,2019-08-08,Trash - Curbside/Alley Missed Pickup,missed again,814 olympic st,37203,METRO,9407,17,-86.7803106430436,36.143851833984506
14378,228573,2019-08-08,Trash - Backdoor,missed backdoor pickup,4305 granny white pike,37204,RED RIVER,3302,25,-86.80103389192223,36.1004821552268
14379,228577,2019-08-08,Trash - Backdoor,has to call almost every other week,536 ronnie rd,37115,RED RIVER,3412,8,-86.7258919891855,36.26712068059878
14383,228596,2019-08-08,Trash - Curbside/Alley Missed Pickup,missed for trash/no service. alley unit-a  and b{check alley for others} wednesday.,2813 delaware ave,37209,METRO,9303,21,-86.81996650541862,36.15544837109251
14384,228617,2019-08-08,Trash - Backdoor,backdoor/miss again {trash/thursday},444 rochelle dr,37220,RED RIVER,2401,26,-86.75327579656403,36.06434326303168
14386,228631,2019-08-08,Trash - Backdoor,"backdoor missed again, 
wants to speak with supervisor about backdoor/trash getting missed often, 3 weeks in row and needs to be corrected.",2013 gooch st,37207,RED RIVER,3202,2,-86.78881771053663,36.20648335928316
14391,228652,2019-08-08,Trash - Curbside/Alley Missed Pickup,"entire street missed! andrew rucker lane, 37211",629 andrew rucker ln,37211,RED RIVER,4402,27,-86.73482668710467,36.04022612583849
14392,228653,2019-08-08,Trash - Curbside/Alley Missed Pickup,entire street missed pickup,629 andrew rucker ln,37211,RED RIVER,4402,27,-86.73482668710467,36.04022612583849
14394,228667,2019-08-08,Trash - Curbside/Alley Missed Pickup,wednesday was our trash day- wednesday night i reported the missed service at our address..not picked up...repeating after hours request here... this is the umpteenth time we were missed so i am including a picture- note address and brown trash cart-in plain view- all other trash carts on street were picked up,4409 granny white pike,37204,RED RIVER,3302,25,-86.80128158739672,36.09899706472754
14395,228692,2019-08-08,Trash - Backdoor,"yet again, trash was not picked up. wy is this such an issue?",3406 batavia st,37209,WASTE IND,3307,21,-86.82704202699729,36.15976502667512
14399,228761,2019-08-09,Trash - Curbside/Alley Missed Pickup,alley/trash missed {thursday} others,2317 foster ave,37210,WASTE IND,4406,16,-86.74318699173668,36.12067200059013
14400,228769,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed- trash {tuesday} curb {others} also,3929 stewarts ln,37218,RED RIVER,3203,1,-86.86344381130532,36.19850156716917
14401,228801,2019-08-09,Trash - Backdoor,backdoor miss,610 ronnie rd,37115,RED RIVER,3412,8,-86.72555470338392,36.269184585762254
14403,228825,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed,15409 old hickory blvd,37211,RED RIVER,4402,4,-86.73038655697468,36.038337423684325
14409,228916,2019-08-09,Trash - Backdoor,"backdoor/trash wednesday. wants cart emptied. {has two driveways} truck is not going around/to check other side of house, on the wilsonia ave side entrance, would be better entrance for driver to come in.",401 w hillwood dr,37205,RED RIVER,1305,23,-86.8646655572484,36.126368991376935
14410,228939,2019-08-09,Trash - Curbside/Alley Missed Pickup,trash/missed friday at {dead end} alley {truck already come},2008 long ave,37206,METRO,9508,6,-86.73540558816863,36.16860196189263
14411,228943,2019-08-09,Trash - Curbside/Alley Missed Pickup,their side of street/not pickup {trash} thursday/curb,567 huntington pkwy,37211,RED RIVER,3402,27,-86.72764397441128,36.04697735940955
14413,228985,2019-08-09,Trash - Backdoor,please pick up. have backdoor pickup. order no 20445. cart clearly visible from street. day for pickup was wednesday. thank you,6401 e valley ct,37205,RED RIVER,1303,23,-86.88319550837795,36.09866669725941
14414,229008,2019-08-09,Trash - Curbside/Alley Missed Pickup,truck broke down and didn't get carts,3734 faulkner dr,37211,RED RIVER,2405,30,-86.71127504464103,36.07532759713725
14415,229020,2019-08-09,Trash - Backdoor,this is paid/backdoor/trash pickup {and} not a waiver/pickup.missed again and needs to be emptied.thursday's,3030 sidco dr,37204,METRO,9404,16,-86.75622653600871,36.10021105038621
14417,229048,2019-08-09,Trash - Curbside/Alley Missed Pickup,one side of the street was missed,559 huntington pkwy,37211,RED RIVER,3402,27,-86.72664582220351,36.04674072757682
14420,229056,2019-08-09,Trash - Curbside/Alley Missed Pickup,3rd or fourth time it has been missed,247 wallace rd,37211,RED RIVER,2405,30,-86.70950149663838,36.07892688520486
14421,229059,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed...,570 old hickory blvd,37209,RED RIVER,1301,22,-86.9215431153637,36.10373998701747
14422,229063,2019-08-09,Trash - Backdoor,backdoor/trash missed pickup wednesday. {needs smaller truck to come in her},6313 harding pike,37205,RED RIVER,1303,23,-86.88326650430108,36.09311913795101
14423,229075,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed trash. cart in the alley,3010 harlin dr,37211,METRO,9408,16,-86.74875152838044,36.1064441837222
14425,229082,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed trash,706 28th ave n,37208,METRO,9304,21,-86.81853136435186,36.15931917082266
14426,229095,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed the whole street,5148 linbar dr,37211,RED RIVER,3405,30,-86.69712828157358,36.080061114764206
14430,229135,2019-08-09,Trash - Curbside/Alley Missed Pickup,missed this entire side of street,263 wallace rd,37211,RED RIVER,2405,30,-86.71054716629077,36.07899984613733
14432,229160,2019-08-09,Trash - Curbside/Alley Missed Pickup,our neighbors trash was missed also. thanks.,2932 foster creighton dr,37204,METRO,9404,16,-86.75357785623203,36.10789481451925
